,time,pos-x,pos-y,pos-z,ori-x,ori-y,ori-z,ori-w
0,2018-04-23 18:37:16.183885,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:16.384491,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:16.583201,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:16.782885,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:16.992373,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:17.207020,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:17.411139,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:17.615104,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:17.824067,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:18.025403,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:18.226280,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:18.434523,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:18.644171,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:18.851863,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:19.065794,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:19.266244,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:19.475007,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:19.683308,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:19.884307,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:37:20.094316,0.00565133542475,-0.000139536318091,0.0,0.0,0.0,0.012342607556,0.999923827118
